,Tweets
90,RT @jsudaka: Grandes casinos son clientes del estudio de abogados de la familia del fujimorista Miguel Torres https://t.co/2nYHOyaVMn vía @…
91,RT @IndiraHuilca: Otro psicosocial que se le cae a Alan García! Hay que observar con atención quién se presta a esto. AG se quiere victimiz…
92,"Mira AG, esta ley fujiaprista que favorece la corrupción es la noticia, y no tu psicosocial de ayer. https://t.co/glQbP5fjzw"
93,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/n8wHhM7tnX https://t.co/qIn0Ibsc2V
94,RT @larepublica_pe: #ÚLTIMOMINUTO | PNP detiene a Edwin Oviedo por caso 'Cuellos Blancos del Puerto' https://t.co/BWjzoqwExa https://t.co/Z…
95,"Heduardicidios, diciembre 6-2018, @larepublica_pe -&gt; https://t.co/38DYSLwFWp https://t.co/9JMASMFgcz"
96,"RT @contracultural: Imagino el chuponeo a Alan.
9:10 am. ""Aló, ¿Domino's? Quiero tres pizzas"".
11:34 am. ""Aló, ¿San Antonio? Me trae tres f…"
97,"Lamentable jornada de los periodistas, en un dos por tres se convierten en barra brava de AG. https://t.co/gxy5LpPmEJ"
98,Vizcarra debería aprovechar esta cortina de humo de AG para poner un ministro del Interior que no sea topo de AG.
99,Increíble como los periodistas se convierten en megáfonos de los psicosociales de AG. ¿No lo conocen? ¿De qué planeta son?
100,"RT @hurgamemoriaPE: Este tuit antiguo de @rmapalacios cobra relevancia hoy día.
El rol de Moran en el caso Petroaudios revela antiguos vínc…"
101,"AG es un investigado acostumbrado a fugarse. No solo deben seguirlo patrulleros, también debería seguirlo un helicó… https://t.co/UFG8808nD9"
102,RT @rsifuentes: Imágenes de @AlanGarciaPeru luego de enterarse del vehículo del Mininter fuera de su casa https://t.co/lhNWUPsDES
103,"Si ese ministro del Interior es amigo de AG, que Vizcarra lo saque y ponga en su lugar a Urresti. Con eso se acaban… https://t.co/CxJZbGuAp2"
104,Los reporteros histéricos con el psicosocial de AG. Lamentable ver tantos tontos útiles.
105,"100% de acuerdo; y los principales responsables, el fujimorismo y el Apra. No lo olvidemos este domingo y tampoco e… https://t.co/GgZ5tBy3Dx"
106,"RT @PedroParvel: Pero bien pendencieros para inventar la sanción de ""suspensión indefinida"" contra Kenji, Bocángel y Bienvenido. ¿Ahí en qu…"
107,RT @NuevoPeruGP: Congresista @RichardArcePeru: “Este es el último pleno del año. Se tiene que atender el tema de Mamani hoy. No lo han prog…
108,RT @ObservadorUY: La decisión del gobierno uruguayo de rechazar el pedido de asilo del expresidente de Perú Alan García reconcilia a nuestr…
109,RT @Politica_LR: Daniel Salaverry: caso Moisés Mamani solo podría debatirse por acuerdo de portavoces https://t.co/3rvND7QZZA https://t.co/…
110,RT @SolCn: Por qué aceptamos los congresistas tengan más vacaciones que los escolares?  Se debe cambiar  ya ese reglamento. No tiene ningun…
111,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ► https://t.co/bQNGJPwbDh https://t.co/jyWpRaOdLA"
112,"Heduardicidios, diciembre 5-2018, @larepublica_pe -&gt; https://t.co/rlvIDPcWR1 https://t.co/xf20XQIDQi"
113,RT @hurgamemoriaPE: ¿Llegará el día en que el fujimorismo haga algo pensando en el bien del país y no en sus intereses personales? Esta exo…
114,RT @MarisaGlave: El Estado deja de recibir más de 400 millones de soles por beneficios tributarios a juegos de azar. Hoy fue derogado el de…
115,RT @nelsonmanrique: Qué difícil es procesar el ridículo... https://t.co/lxR9Elh6RM
116,RT @GloriaMonteneg: Solo para recordarle que el 86 % de peruanos le pide que se retire del MP. Debe dar un reconocimiento público a: #Sandr…
117,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50► https://t.co/TA44xUermi https://t.co/JAZaUguC5Q"
118,"Tenemos algo peor, la criminalización del crimen. Extrañamos la politización del crimen. https://t.co/jiwVGR0J8w"
119,"RT @PCaterianoB: Apreciado doctor, el gral Donayre cuando estuvo al servicio de @FuerzaPopularPe y acusó sin pruebas e injustamente a funci…"
120,"RT @Politica_LR: Costa califica a Chávarry de ""hermanito"" por investigación contra fiscal Pérez ► https://t.co/nzFDBiFdWL https://t.co/8Wk6…"
121,"RT @larepublica_pe: #EditorialLR| ""Lección uruguaya"" ► https://t.co/XU7p2FdGL7 https://t.co/POmzz0Tbm8"
122,RT @larepublica_pe: ¡Buenos días! Esta es nuestra portada de hoy ► https://t.co/Fo8JDjeZIP https://t.co/KLTI4trh52
123,"Heduardicidios, diciembre 4-2018, @larepublica_pe https://t.co/35prLZtuFQ"
124,"RT @CostaGino: En lugar de apoyar a José Domingo Pérez, Chávarry le abre una nueva investigación. Se trata de distraerlo y ponerlo a la def…"
125,RT @CostaGino: Vea la aprobación de los fiscales Rafael Vela Barba y José Domingo Pérez y entenderá por qué la bajísima aprobación de su in…
126,"RT @feralayo: Qué revelador: en la casa de Ollanta y Nadine, la prensa se metió hasta la cocina... en la casa de Alan, todos ordenaditos af…"
127,RT @jotabruce: Esconder en el Congreso al delincuente Donayre confirma que Tubino y los demás fujimoristas no entienden lo que está sucedie…
128,"RT @GustavoEscribe: No sé quién es peor, si el ladrón de gasolina o los congresistas que lo protegen. https://t.co/ecACgWl13N"
129,RT @larepublica_pe: #ÚLTIMOMINUTO | Uruguay niega el pedido de asilo político a Alan García https://t.co/NJD28CkrR0 https://t.co/lwgSoxVgzE
130,"Gracias también al ex presidente José Mujica, al que se le caería la cara de vergüenza si cobrase por dar una conferencia."
131,"Creo que ahora la Fiscalía y el Poder Judicial ya tienen claro que Alan García tiene vocación de fuga, ¿no?"
132,"Tres ídolos uruguayos: Edinson Cavani, Luis Suárez y Tabaré Vázquez."
133,"El Observador, Uruguay: ""El presidente Tabaré Vázquez, y el canciller Rodolfo Nin Novoa, anunciaron que no conceder… https://t.co/DkkA4GLAx5"
134,RT @elpaisuy: AHORA | El gobierno uruguayo no concederá asilo al expresidente peruano Alan García. https://t.co/cWexuu26fW https://t.co/KXj…
135,RT @RPPNoticias: #LOÚLTIMO | Uruguay no acepta el pedido de asilo de Alan García. Más información en https://t.co/ZKe1kd3ev6 https://t.co/i…
136,Uruguay no acepta el pedido de asilo de Alan García. Acabo de escucharlo en canal N.
137,RT @Ojo_Publico: #EXCLUSIVO Caso Keiko Fujimori: Scotiabank recibió dinero ilegal de #Odebrecht #Dineroleaks https://t.co/87XfNhsxnn https:…
138,"Mulder dirá: ""Confirmado, la izquierda es corrupta"". https://t.co/GdrKS9BGBe"
139,RT @Politica_LR: Caso Keiko Fujimori: Scotiabank recibió dinero ilegal de Odebrecht https://t.co/ThAUizjjJS https://t.co/AJVlIrp3Yp
140,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/2nfLjLEgc6 https://t.co/BTOBRRO0Iw
141,RT @Politica_LR: Movimiento migratorio de Rassmuss pone en duda versión de Yoshiyama https://t.co/RktCCIQsRA https://t.co/wT4RpO776t
142,"Heduardicidios, diciembre 3-2018, @larepublica_pe -&gt; https://t.co/pb27SIK4OV https://t.co/Zqm5AHQMVI"
143,"RT @ilanegra: Según información recabada por @cevalenzuelav, el expresidente García habría ingresado a la residencia del embajador uruguayo…"
144,RT @molinadibujos: CADE loco con su tema. Mi dibujo de hoy en el suplemento @Domingo_LR del diario @larepublica_pe https://t.co/OmHuRK1I3S
145,"RT @ArgosMozart: si fue así, ES GRAVE! @TabareVazquez @SCpresidenciauy @MRREE_Uruguay @CIDH @elpaisuy @MartinVizcarraC ... ¿Ayudó el EMBAJA…"
146,RT @jfowks: Pregunta pertinente de @cevalenzuelav ¿Ayudó el embajador uruguayo a que no se cumpla la orden de arraigo emitida por el juez?…
147,"RT @CDLTUC: Al final, la ÚNICA inocente de toda corrupción es Lourdes Flores, ya que ni #Odebrecht (que repartía plata como cebo padrino) c…"
148,RT @CDLTUC: Cuando @AlanGarciaPeru y @KeikoFujimori dicen (y todos sus borregos repiten) que los investigan años y nunca les encuentran nad…
149,"AAR: ""Cuatro congresistas del Apra, unos pocos dirigentes de lo poco que queda del partido, el cardenal Cipriani, e… https://t.co/QiMj4tH3G0"
